itemLabel,birthplaceLabel,birthdate,coord,deathplaceLabel,praenomenLabel,gensLabel,cognomenLabel,fatherLabel,motherLabel
Saloninus,,0242-01-01T00:00:00Z,,Colonia Claudia Ara Agrippinensium,Publius,,,Gallienus,Cornelia Salonina
Sulpicia Dryantilla,,0210-01-01T00:00:00Z,,,,Sulpicia gens,,,
Lucius Quinctius Cincinnatus,,-0518-01-01T00:00:00Z,,Roman Republic,Lucius,Quinctia gens,Cincinnatus,Quinctius,t2264312716
Joannes,,0400-01-01T00:00:00Z,,Aquileia,,,,,
Ammonius Saccas,,0175-01-01T00:00:00Z,,Alexandria,,,,,
Orestes,,0420-01-01T00:00:00Z,,Piacenza,,Flavia gens,,Tatulus,
Valerius Valens,,0300-01-01T00:00:00Z,,,,Valeria gens,,,
Allectus,,0201-01-01T00:00:00Z,,Roman Britain,,,,,
Lucius Calpurnius Piso Frugi,,0250-01-01T00:00:00Z,,,Lucius,Calpurnia gens,Piso,,
Lucius Calpurnius Piso Frugi,,0250-01-01T00:00:00Z,,,Lucius,Calpurnia gens,Frugi,,
Lucius Antonius Saturninus,,0100-01-01T00:00:00Z,,Mainz,Lucius,Antonia gens,,,
Aulus Cornelius Celsus,,-0024-01-01T00:00:00Z,,,Aulus,Cornelia gens,,,
Herodian,,0170-01-01T00:00:00Z,,,,,,,
Eugenius,,0345-01-01T00:00:00Z,,Battle of the Frigidus,,,,,
Gaius,,0120-01-01T00:00:00Z,,,Gaius,,,,
Eutropius,,t2251320445,,,,,,,
Gaius Julius Caesar,,-0130-01-01T00:00:00Z,,t2247373581,Gaius,Julia gens,Caesar,Gaius Julius Caesar,Marcia
Celsus,,0200-01-01T00:00:00Z,,,,,,,
Silius Italicus,,0026-01-01T00:00:00Z,,Campania,,Silia gens,,,
Priscus Attalus,,0400-01-01T00:00:00Z,,Lipari,,,,Publius Ampelius,
Theodore,,t2189240782,,,,,,,
Publius Valerius Poplicola,,-0600-01-01T00:00:00Z,,Rome,Publius,Valeria gens,Poplicola,Volusus Valerius,t2227339354
Lucius Antonius,,-0100-01-01T00:00:00Z,,t2186686086,Lucius,Antonia gens,,Marcus Antonius Creticus,Julia
Philippus II,,0237-01-01T00:00:00Z,,Rome,Marcus,Julia gens,,Philip the Arab,Marcia Otacilia Severa
Hannibalianus,,0315-01-01T00:00:00Z,,Constantinople,,Flavia gens,,Flavius Dalmatius,
Eusebius of Nicomedia,,0300-01-01T00:00:00Z,,Constantinople,,,,,
Laelianus,,0250-01-01T00:00:00Z,,Mainz,Gaius,Cornelia gens,Laelianus,,
Laelianus,,0250-01-01T00:00:00Z,,Mainz,t2190658769,Cornelia gens,Laelianus,,
Laelianus,,0250-01-01T00:00:00Z,,Mainz,Gaius,Ulpia gens,Laelianus,,
Laelianus,,0250-01-01T00:00:00Z,,Mainz,t2190658769,Ulpia gens,Laelianus,,
Tetricus II,,0300-01-01T00:00:00Z,,,,,,Tetricus I,
Quintus Ostorius Scapula,,-0100-01-01T00:00:00Z,,,Quintus,Ostoria gens,Scapula,,
Faustinus,,0300-01-01T00:00:00Z,,,,,,,
Gaius Aquilius Gallus,,-0200-01-01T00:00:00Z,,t2247828919,Gaius,Aquillia gens,,t2247828914,t2247828913
Titus Aurelius Fulvus,,0100-01-01T00:00:00Z,,,Titus,Aurelia gens,Fulvus,,
Decimus Junius Silanus Torquatus,,0016-01-01T00:00:00Z,,,Decimus,Junia gens,Silanus,Marcus Junius Silanus Torquatus,Aemilia Lepida
Decimus Junius Silanus Torquatus,,0016-01-01T00:00:00Z,,,Decimus,Junia gens,Torquatus,Marcus Junius Silanus Torquatus,Aemilia Lepida
Titus Statilius Severus,,0150-01-01T00:00:00Z,,,Titus,Statilia gens,,Titus Statilius Maximus,
Servius Cornelius Scipio Salvidienus Orfitus,,0200-01-01T00:00:00Z,,,Servius,,,Servius Cornelius Scipio Salvidienus Orfitus,
Gaius Cornelius Gallicanus,,0050-01-01T00:00:00Z,,,Gaius,Cornelia gens,,,
Cornelius Lupus,,,,Rome,t2096348440,Cornelia gens,Lupus,,
Gaius Octavius Appius Suetrius Sabinus,,0200-01-01T00:00:00Z,,,Gaius,Octavia gens,Sabinus,,
Gaius Octavius Appius Suetrius Sabinus,,0200-01-01T00:00:00Z,,,Gaius,Appia gens,Sabinus,,
Gaius Octavius Appius Suetrius Sabinus,,0200-01-01T00:00:00Z,,,Gaius,Suetria gens,Sabinus,,
Acilius Aviola,,t2124869076,,t2124869074,t2124869075,Acilia gens,Aviola,,
Servius Cornelius Scipio Salvidienus Orfitus,,0100-01-01T00:00:00Z,,,Servius,Cornelia gens,,Servius Cornelius Scipio Salvidienus Orfitus,
Quintus Hedius Lollianus Plautius Avitus,,0200-01-01T00:00:00Z,,,Quintus,Plautia gens,Lollianus,,
Quintus Hedius Lollianus Plautius Avitus,,0200-01-01T00:00:00Z,,,Quintus,Hedia gens,Lollianus,,
Quintus Hedius Lollianus Plautius Avitus,,0200-01-01T00:00:00Z,,,Quintus,Plautia gens,Avitus,,
Quintus Hedius Lollianus Plautius Avitus,,0200-01-01T00:00:00Z,,,Quintus,Hedia gens,Avitus,,
Lucius Titius Plautius Aquilinus,,0200-01-01T00:00:00Z,,,Lucius,Plautia gens,,Lucius Epidius Titius Aquilinus,Avidia Plautia
Hedius Lollianus Terentius Gentianus,,0150-01-01T00:00:00Z,,,t2126375655,Terentia gens,Lollianus,Quintus Hedius Rufus Lollianus Gentianus,
Hedius Lollianus Terentius Gentianus,,0150-01-01T00:00:00Z,,,t2126375655,Hedia gens,Lollianus,Quintus Hedius Rufus Lollianus Gentianus,
Hedius Lollianus Terentius Gentianus,,0150-01-01T00:00:00Z,,,t2126375655,Terentia gens,Gentianus,Quintus Hedius Rufus Lollianus Gentianus,
Hedius Lollianus Terentius Gentianus,,0150-01-01T00:00:00Z,,,t2126375655,Hedia gens,Gentianus,Quintus Hedius Rufus Lollianus Gentianus,
Gaius Aufidius Marcellus,,0150-01-01T00:00:00Z,,,Gaius,Aufidia gens,Marcellus,,
Gannys,,,,Nicomedia,,,,,
Marcus Peducaeus Plautius Quintillus,,0200-01-01T00:00:00Z,,,Marcus,Plautia gens,Quintillus,Plautius Quintillus,Ceionia Fabia
Marcus Peducaeus Plautius Quintillus,,0200-01-01T00:00:00Z,,,Marcus,Peducaea gens,Quintillus,Plautius Quintillus,Ceionia Fabia
Sextus Erucius Clarus,,0100-01-01T00:00:00Z,,,Sextus,Erucia gens,,,
Cassius Chaerea,,-0011-01-01T00:00:00Z,,Rome,Gaius,Cassia gens,,,
Julius Caesar,Rome,-0099-07-01T00:00:00Z,Point(12.482777777 41.893055555),Theatre of Pompey,Gaius,Julia gens,Caesar,Gaius Julius Caesar,Aurelia
Virgil,Borgo Virgilio,-0069-10-13T00:00:00Z,Point(10.75 45.05),Brindisi,Publius,Vergilia gens,,,Magia Polla
Virgil,Pietole,-0069-10-13T00:00:00Z,Point(10.81827 45.11406),Brindisi,Publius,Vergilia gens,,,Magia Polla
Augustus,Rome,-0062-01-01T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Julia gens,Caesar,Gaius Octavius,Atia
Augustus,Rome,-0062-09-21T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Julia gens,Caesar,Gaius Octavius,Atia
Augustus,Rome,-0062-01-01T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Octavia gens,Caesar,Gaius Octavius,Atia
Augustus,Rome,-0062-09-21T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Octavia gens,Caesar,Gaius Octavius,Atia
Augustus,Rome,-0062-01-01T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Julia gens,Caepias,Gaius Octavius,Atia
Augustus,Rome,-0062-09-21T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Julia gens,Caepias,Gaius Octavius,Atia
Augustus,Rome,-0062-01-01T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Octavia gens,Caepias,Gaius Octavius,Atia
Augustus,Rome,-0062-09-21T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Octavia gens,Caepias,Gaius Octavius,Atia
Augustus,Rome,-0062-01-01T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Julia gens,Thurinus,Gaius Octavius,Atia
Augustus,Rome,-0062-09-21T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Julia gens,Thurinus,Gaius Octavius,Atia
Augustus,Rome,-0062-01-01T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Octavia gens,Thurinus,Gaius Octavius,Atia
Augustus,Rome,-0062-09-21T00:00:00Z,Point(12.482777777 41.893055555),Nola,Gaius,Octavia gens,Thurinus,Gaius Octavius,Atia
Tiberius,Rome,-0041-11-14T00:00:00Z,Point(12.482777777 41.893055555),Miseno,Tiberius,Claudia gens,Caesar,Tiberius Claudius Nero,Livia
Tiberius,Rome,-0041-11-15T00:00:00Z,Point(12.482777777 41.893055555),Miseno,Tiberius,Claudia gens,Caesar,Tiberius Claudius Nero,Livia
Tiberius,Rome,-0041-11-14T00:00:00Z,Point(12.482777777 41.893055555),Miseno,Tiberius,Julia gens,Caesar,Tiberius Claudius Nero,Livia
Tiberius,Rome,-0041-11-15T00:00:00Z,Point(12.482777777 41.893055555),Miseno,Tiberius,Julia gens,Caesar,Tiberius Claudius Nero,Livia
Tiberius,Rome,-0041-11-14T00:00:00Z,Point(12.482777777 41.893055555),Miseno,Tiberius,Claudia gens,Nero,Tiberius Claudius Nero,Livia
Tiberius,Rome,-0041-11-15T00:00:00Z,Point(12.482777777 41.893055555),Miseno,Tiberius,Claudia gens,Nero,Tiberius Claudius Nero,Livia
Tiberius,Rome,-0041-11-14T00:00:00Z,Point(12.482777777 41.893055555),Miseno,Tiberius,Julia gens,Nero,Tiberius Claudius Nero,Livia
Tiberius,Rome,-0041-11-15T00:00:00Z,Point(12.482777777 41.893055555),Miseno,Tiberius,Julia gens,Nero,Tiberius Claudius Nero,Livia
Claudius,Lugdunum,-0009-07-30T00:00:00Z,Point(4.819444444 45.759722222),Rome,Tiberius,Claudia gens,Nero,Nero Claudius Drusus,Antonia Minor
Claudius,Lugdunum,-0009-07-30T00:00:00Z,Point(4.819444444 45.759722222),Rome,Tiberius,Claudia gens,Drusus,Nero Claudius Drusus,Antonia Minor
Galba,Terracina,-0002-12-22T00:00:00Z,Point(13.25 41.283333333),Rome,Servius,Sulpicia gens,,Gaius Sulpicius Galba,Mummia Achaica
Galba,Terracina,-0002-12-22T00:00:00Z,Point(13.25 41.283333333),Rome,Servius,Sulpicia gens,,Gaius Sulpicius Galba,Livia Ocellina
Otho,Rome,0032-04-26T00:00:00Z,Point(12.482777777 41.893055555),Brixellum,Marcus,Salvia gens,Otho,Lucius Otho,Albia Terentia
Otho,Ferentium,0032-04-26T00:00:00Z,Point(12.1325 42.48861111),Brixellum,Marcus,Salvia gens,Otho,Lucius Otho,Albia Terentia
Vitellius,Nuceria Alfaterna,0015-09-22T00:00:00Z,Point(14.633333333 40.75),Rome,Aulus,Vitellia gens,,Lucius Vitellius the Elder,Sextilia
Vespasian,Falacrine,0009-11-15T00:00:00Z,Point(13.17055556 42.59361111),Aquae Cutiliae,Titus,,,Titus Flavius Sabinus,Vespasia Polla
Titus,Rome,0039-12-28T00:00:00Z,Point(12.482777777 41.893055555),Aquae Cutiliae,Titus,Flavia gens,,Vespasian,Domitilla the Elder
Nerva,Narni,0030-11-08T00:00:00Z,Point(12.516666666 42.516666666),Gardens of Sallust,Marcus,Cocceia gens,Nerva,Marcus Cocceius Nerva,Sergia Plautilla
Nerva,Narni,0032-01-01T00:00:00Z,Point(12.516666666 42.516666666),Gardens of Sallust,Marcus,Cocceia gens,Nerva,Marcus Cocceius Nerva,Sergia Plautilla
Trajan,Ciudad romana de Itálica,0053-09-16T00:00:00Z,Point(-6.044893686 37.441797734),Selinus,Marcus,Ulpia gens,Trajanus,Marcus Ulpius Traianus,Marcia
Hadrian,Ciudad romana de Itálica,0076-01-22T00:00:00Z,Point(-6.044893686 37.441797734),Baiae,Publius,Aelia gens,Hadrianus,Trajan,Domitia Paulina
Hadrian,Ciudad romana de Itálica,0076-01-22T00:00:00Z,Point(-6.044893686 37.441797734),Baiae,Publius,Aelia gens,Hadrianus,Publius Aelius Hadrianus Afer,Domitia Paulina
Antoninus Pius,Lanuvium,0086-09-17T00:00:00Z,Point(12.69758 41.67469),Lorium,Titus,,,Hadrian,Arria Fadilla
Antoninus Pius,Lanuvium,0086-09-17T00:00:00Z,Point(12.69758 41.67469),Lorium,Titus,,,Titus Aurelius Fulvus,Arria Fadilla
Marcus Aurelius,Rome,0121-04-25T00:00:00Z,Point(12.482777777 41.893055555),Vindobona,Marcus,Aurelia gens,,Marcus Annius Verus,Domitia Calvilla
Lucius Verus,Rome,0130-12-14T00:00:00Z,Point(12.482777777 41.893055555),Altinum,Lucius,,,Lucius Aelius Caesar,Avidia
Commodus,Lanuvium,0161-08-30T00:00:00Z,Point(12.69758 41.67469),Rome,Lucius,,,Marcus Aurelius,Faustina the Younger
Pertinax,Alba,0126-07-31T00:00:00Z,Point(8.025636 44.691542),Rome,Publius,Helvia gens,,,
Pope Alexandros of Alexandria,Ancient Egypt,0250-01-01T00:00:00Z,Point(31.3 29.8),Alexandria,,,,,
Constantius II,Sirmium,0317-08-07T00:00:00Z,Point(19.61222 44.97639),Cilicia,,,,Constantine the Great,Fausta
Constantius II,Sirmium,0317-08-07T00:00:00Z,Point(19.609722222 44.979722222),Cilicia,,,,Constantine the Great,Fausta
Constantius II,Sirmium,0317-08-13T00:00:00Z,Point(19.61222 44.97639),Cilicia,,,,Constantine the Great,Fausta
Constantius II,Sirmium,0317-08-13T00:00:00Z,Point(19.609722222 44.979722222),Cilicia,,,,Constantine the Great,Fausta
Theodosius I,"Coca, Segovia",0347-01-12T00:00:00Z,Point(-4.522222222 41.217777777),Milan,,,,Count Theodosius,Thermantia
Theodosius I,Ciudad romana de Itálica,0347-01-12T00:00:00Z,Point(-6.044893686 37.441797734),Milan,,,,Count Theodosius,Thermantia
Constantine II,Arles,0316-02-01T00:00:00Z,Point(4.628611111 43.676944444),Aquileia,,Claudia gens,Constantinus,Constantine the Great,Fausta
Claudius Gothicus,Sremska Mitrovica,0213-05-10T00:00:00Z,Point(19.616666666 44.983333333),Sirmium,Marcus,Claudia gens,,,
Maximian,Sirmium,0240-01-01T00:00:00Z,Point(19.61222 44.97639),Marseille,,,,,
Maximian,Sirmium,0240-01-01T00:00:00Z,Point(19.609722222 44.979722222),Marseille,,,,,
Maximian,Sirmium,0250-01-01T00:00:00Z,Point(19.61222 44.97639),Marseille,,,,,
Maximian,Sirmium,0250-01-01T00:00:00Z,Point(19.609722222 44.979722222),Marseille,,,,,
Aurelian,Sirmium,0214-09-09T00:00:00Z,Point(19.61222 44.97639),Çorlu,Lucius,,Aurelianus,,
Aurelian,Sirmium,0214-09-09T00:00:00Z,Point(19.609722222 44.979722222),Çorlu,Lucius,,Aurelianus,,
Flavius Valerius Severus,Illyria,0300-01-01T00:00:00Z,Point(17.5 42.5),Ravenna,,Valeria gens,Severus,,
Valentinian II,Trier,0371-01-01T00:00:00Z,Point(6.641388888 49.756666666),Vienne,,,,Valentinian I,Justina
Ennius,Rudiae,-0238-07-12T00:00:00Z,Point(18.14729167 40.33379167),Rome,Quintus,Ennia gens,,t2227505081,t2227505091
Lucretius,Pompeii,-0093-01-01T00:00:00Z,Point(14.489722 40.750556),Rome,Titus,Lucretia gens,Carus,t2246771297,t2246771294
Plautus,Sarsina,-0249-01-01T00:00:00Z,Point(12.15 43.916666666),Rome,Titus,Maccia gens,Plautus,t2262186007,t2262186005
Vitruvius,Rome,-0079-01-01T00:00:00Z,Point(12.482777777 41.893055555),,Marcus,Vitruvia gens,,,
Petronius,Massilia,0027-01-01T00:00:00Z,Point(5.369889 43.296346),Cumae,Publius,Petronia gens,,,
Marcus Vipsanius Agrippa,Istria,-0062-01-01T00:00:00Z,Point(13.904444444 45.261111111),Campania,Marcus,Vipsania gens,Agrippa,Lucius Vipsanius Major,t2239349885
Saint George,Cappadocia,0280-01-01T00:00:00Z,Point(34.839167 38.670556),Nicomedia,,,,Gerontius,Polychronia
Publius Cornelius Lentulus Spinther,ancient Rome,-0075-01-01T00:00:00Z,Point(12.48 41.89),Farsala,Publius,Cornelia gens,Lentulus,t2236421741,t2236421742
Publius Cornelius Lentulus Spinther,ancient Rome,-0075-01-01T00:00:00Z,Point(12.48 41.89),t2236421734,Publius,Cornelia gens,Lentulus,t2236421741,t2236421742
Publius Cornelius Lentulus Spinther,ancient Rome,-0075-01-01T00:00:00Z,Point(12.48 41.89),Farsala,Publius,Cornelia gens,Spinther,t2236421741,t2236421742
Publius Cornelius Lentulus Spinther,ancient Rome,-0075-01-01T00:00:00Z,Point(12.48 41.89),t2236421734,Publius,Cornelia gens,Spinther,t2236421741,t2236421742
Mark Antony,Rome,-0081-01-12T00:00:00Z,Point(12.482777777 41.893055555),Alexandria,Marcus,Antonia gens,,Marcus Antonius Creticus,Julia
Phaedrus,Centre Macedonia Region,-0020-01-01T00:00:00Z,Point(23.0 40.7),,Gaius,Julia gens,,,
Cornelius,Rome,t2167639463,Point(12.482777777 41.893055555),Civitavecchia,,Cornelia gens,,,
Diogenes of Oenoanda,Lycia,0200-01-01T00:00:00Z,Point(29.9 36.733333333),Oenoanda,,,,,
Marcus Aemilius Papus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2124764677,Marcus,Aemilia gens,Papus,t2124764679,t2124764684
Marcus Aemilius Papus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2124764683,Marcus,Aemilia gens,Papus,t2124764679,t2124764684
Arcadius of Antioch,Antioch on the Orontes,0401-01-01T00:00:00Z,Point(36.181666666 36.204722222),,,,,,
Lucius Neratius Priscus,Saepinum,0100-01-01T00:00:00Z,Point(14.61666667 41.43333333),,Lucius,Neratia gens,Priscus,,
Gnaeus Domitius Calvinus,ancient Rome,-0369-01-01T00:00:00Z,Point(12.48 41.89),t2131074917,Gnaeus,Domitia gens,Calvinus,t2131074919,t2131074913
Gnaeus Domitius Calvinus,ancient Rome,-0369-01-01T00:00:00Z,Point(12.48 41.89),t2131074921,Gnaeus,Domitia gens,Calvinus,t2131074919,t2131074913
Marcus Geganius Macerinus,Rome,-0500-01-01T00:00:00Z,Point(12.482777777 41.893055555),ancient Rome,Marcus,Gegania gens,Macerinus,t2269754732,t2269754731
Quintus Terentius Culleo,ancient Rome,,Point(12.48 41.89),t2163699299,Quintus,Terentia gens,Culleo,t2163699297,t2163699293
Lucius Cuspius Rufinus,Pergamon,0150-01-01T00:00:00Z,Point(27.183333 39.116667),,Lucius,Cuspia gens,,,
Lutatia,ancient Rome,,Point(12.48 41.89),t2245482591,,Lutatia gens,,Quintus Lutatius Catulus,Servilia
Lucius Atilius,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2126619062,Lucius,Atilia gens,,t2126619066,t2126619063
Lucius Valerius Triarius,ancient Rome,,Point(12.48 41.89),t2219027012,Lucius,Valeria gens,Triarius,t2219026997,t2219027001
Lucius Vipsanius Minor,ancient Rome,,Point(12.48 41.89),t2248778550,Lucius,Vipsania gens,,Lucius Vipsanius Major,t2248778549
Lucius Villius Annalis,ancient Rome,,Point(12.48 41.89),t2163693417,Lucius,Villia gens,Annalis,t2163693414,t2163693413
Lucius Dasumius Tullius Tuscus,Rome,0150-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Lucius,,,,
Lucius Decius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2125084848,Lucius,Decia gens,,t2125084847,t2125084843
Lucius Aemilius Rectus,Rome,0100-01-01T00:00:00Z,Point(12.482777777 41.893055555),Cartagena,Lucius,Aemilia gens,Rectus,,
Lucius Icilius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2266205280,Lucius,Icilia gens,,Lucius Icilius,t2266205281
Lucius Calpurnius Piso,Rome,0050-01-01T00:00:00Z,Point(12.482777777 41.893055555),,Lucius,Calpurnia gens,Piso,Lucius Calpurnius Piso,Licinia Magna
Lucius Calpurnius Piso Frugi,ancient Rome,-0150-01-01T00:00:00Z,Point(12.48 41.89),t2131514469,Lucius,Calpurnia gens,Piso,Lucius Calpurnius Piso Frugi,t2131514474
Lucius Calpurnius Piso Frugi,ancient Rome,-0150-01-01T00:00:00Z,Point(12.48 41.89),t2131514469,Lucius,Calpurnia gens,Frugi,Lucius Calpurnius Piso Frugi,t2131514474
Lucius Quinctius Cincinnatus,ancient Rome,,Point(12.48 41.89),t2251262252,Lucius,Quinctia gens,Cincinnatus,t2251262247,t2251262251
Lucius Memmius,ancient Rome,,Point(12.48 41.89),t2201821006,Lucius,Memmia gens,,t2201821009,t2201821004
Lucius Memmius,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),,Lucius,Memmia gens,,,t2253058876
Lucius Maecilius,ancient Rome,t2135753955,Point(12.48 41.89),t2135753942,Lucius,Maecilia gens,,t2135753962,t2135753938
Aelius Lampridius,,0400-01-01T00:00:00Z,,,t2254150410,Aelia gens,,,
Caesius Bassus,,0050-01-01T00:00:00Z,,,,Caesia gens,,,
Gaius Acilius,,-0200-01-01T00:00:00Z,,t2178328738,Gaius,Acilia gens,,t2178328741,t2178328737
Gaius Claudius Marcellus,,-0124-01-01T00:00:00Z,,,Gaius,Claudia gens,Marcellus,Marcus Claudius Marcellus,t2128993313
Gaius Cosconius,,,,,Gaius,Cosconia gens,,,
Gaius Persius,,,,,Gaius,Persia gens,,,
Gaius Vinius Fronto Asella,,,,,Gaius,,Fronto,,
Claudia Crispina,,,,,,Claudia gens,,,
Cloelia,,,,,,Cloelia gens,,,
Cornelius Pinus,,0100-01-01T00:00:00Z,,,,Cornelia gens,,,
Cosmus,,t1099160388,,,,,,,
Heraclianus,,0370-01-01T00:00:00Z,,Carthage,,,,,
Varronianus,,0363-01-01T00:00:00Z,,,,Flavia gens,,Jovian,Charito
Censorinus,,0250-01-01T00:00:00Z,,,Appius,,Censorinus,,
Lucius Calpurnius Piso Frugi Licinianus,,0038-01-01T00:00:00Z,,Rome,Lucius,Calpurnia gens,Piso,Marcus Licinius Crassus Frugi,Scribonia
Lucius Calpurnius Piso Frugi Licinianus,,0038-01-01T00:00:00Z,,Rome,Lucius,Calpurnia gens,Frugi,Marcus Licinius Crassus Frugi,Scribonia
Lucius Calpurnius Piso Frugi Licinianus,,0038-01-01T00:00:00Z,,Rome,Lucius,Calpurnia gens,Licinianus,Marcus Licinius Crassus Frugi,Scribonia
Publius Licinius Egnatius Marinianus,,0300-01-01T00:00:00Z,,Rome,Publius,Egnatia gens,,Gallienus,Cornelia Salonina
Valentinus,,t1933291433,,,,,,,
Romanus,,0500-01-01T00:00:00Z,,Rome,,,,,
Memor,,0300-01-01T00:00:00Z,,Egypt,,,,,
Longinus,,0500-01-01T00:00:00Z,,,,Flavia gens,,,
Septimius,,0250-01-01T00:00:00Z,,Dalmatia,,Septimia gens,,,
Titus Julius Priscus,,0200-01-01T00:00:00Z,,,Titus,Julia gens,,,
Cyriades,,0200-01-01T00:00:00Z,,,,,,,
Julius Patricius,,0500-01-01T00:00:00Z,,Constantinople,,Julia gens,,Aspar,
Lucius Julius Caesar,,-0200-01-01T00:00:00Z,,t2200815872,Lucius,Julia gens,Caesar,Sextus Julius Caesar,t2200815869
Tiberius Claudius Cogidubnus,,0001-01-01T00:00:00Z,,,Tiberius,Claudia gens,,,
Felicissimus,,0300-01-01T00:00:00Z,,,,,,,
Septimius Antiochus,,0300-01-01T00:00:00Z,,,t2170705046,Septimia gens,,,
Titus Sextius Cornelius Africanus,,0050-01-01T00:00:00Z,,,Titus,Cornelia gens,,Titus Sextius Magius Lateranus,
Marcus Caelius,,-0043-01-01T00:00:00Z,,Teutoburg Forest,Marcus,Caelia gens,,,
Papirius Fabianus,,t2227255392,,,t2227255390,Papiria gens,,,
Quintus Cervidius Scaevola,,0200-01-01T00:00:00Z,,Rome,Quintus,,,,
Lucius Lucceius,,-0105-01-01T00:00:00Z,,,Lucius,Lucceia gens,,,
Caecina Decius Basilius,,0500-01-01T00:00:00Z,,,,Decia gens,,,
Marcus Antonius Gnipho,,-0114-01-01T00:00:00Z,,t2186680652,Marcus,Antonia gens,,t2186680654,t2186680650
Messius Phoebus Severus,,0450-01-01T00:00:00Z,,,,Flavia gens,,,
Cassius Dio,,0250-01-01T00:00:00Z,,,,Cassia gens,,,
Lucius Seius Tubero,,-0024-01-01T00:00:00Z,,,Lucius,,,Lucius Seius Strabo,Junia Blaesa
Lucius Seius Tubero,,-0024-01-01T00:00:00Z,,,Lucius,,,Quintus Aelius Tubero,Junia Blaesa
Caesonius Bassus,,0300-01-01T00:00:00Z,,,,Caesonia gens,,Lucius Caesonius Ovinius Manlius Rufinianus Bassus,
Publius Cornelius Scipio,,-0049-01-01T00:00:00Z,,,Publius,Cornelia gens,,Cornelius Scipio Salvito,
Marcus Magrius Bassus,,0300-01-01T00:00:00Z,,,Marcus,,,,
Macarius of Jerusalem,,0333-01-01T00:00:00Z,,,,,,,
Quintus Gavius Fulvius Proculus,,0200-01-01T00:00:00Z,,,Quintus,Fulvia gens,,,
Junius Bassus Theotecnius,,0317-06-01T00:00:00Z,,Rome,,Junia gens,,Junius Annius Bassus,
Quinctilius Varus,,0004-01-01T00:00:00Z,,,Publius,Quinctilia gens,,Publius Quinctilius Varus,Claudia Pulchra
Fabius Planciades Fulgentius,,0401-01-01T00:00:00Z,,Africa,,Fabia gens,,,
Pomponius Porphyrion,,0201-01-01T00:00:00Z,,,,Pomponia gens,,,
Publius Sempronius Tuditanus,,-0300-01-01T00:00:00Z,,t2111789638,Publius,Sempronia gens,Tuditanus,Gaius Sempronius Tuditanus,t2111789635
Lucius Aurelius Avianius Symmachus,,0350-01-01T00:00:00Z,,Rome,Lucius,Aurelia gens,,Aurelius Valerius Tullianus Symmachus,
Juventius of Pavia,,0300-01-01T00:00:00Z,,Pavia,,,,,
Hesychius of Cazorla,,0100-01-01T00:00:00Z,,,,,,,
Publius Sempronius Sophus,,t2165275701,,t2165275705,Publius,Sempronia gens,Sophus,Publius Sempronius Sophus,t2165275699
Quintus Marcius Philippus,,-0300-01-01T00:00:00Z,,t2169268499,Quintus,Marcia gens,,t2169268497,t2169268495
Polyeuctus,,0250-01-01T00:00:00Z,,Malatya,,,,,
Sextus Pomponius,,1000-01-01T00:00:00Z,,,Sextus,Pomponia gens,,,
Manius Tullius Longus,,-0600-01-01T00:00:00Z,,Rome,Manius,Tullia gens,Longus,t2118989929,t2118989935
Manius Tullius Longus,,-0600-01-01T00:00:00Z,,Rome,Manius,Tullia gens,Tolerinus,t2118989929,t2118989935
Titus Lucretius Tricipitinus,,-0600-01-01T00:00:00Z,,t2150063937,Titus,Lucretia gens,Q11953114,Titus Lucretius,t2150063931
Valerius Antias,,-0100-01-01T00:00:00Z,,,,,,,
Publius Metilius Nepos,,0050-01-01T00:00:00Z,,,Publius,Metilia gens,Nepos,Publius Metilius Nepos,
Castinus,,0400-01-01T00:00:00Z,,,,Flavia gens,,,
Spurius Metius Tarpa,,-0050-01-01T00:00:00Z,,Rome,Spurius,,,,
Gaius Hostilius Mancinus,,-0150-01-01T00:00:00Z,,t2237273549,Gaius,Hostilia gens,Mancinus,Aulus Hostilius Mancinus,t2237273538
Vedius Pollio,,-0100-01-01T00:00:00Z,,,Publius,,,,
Quintus Aelius Tubero,,-0073-01-01T00:00:00Z,,,Quintus,Aelia gens,Tubero,Quintus Aelius Tubero,
